cntry,netuse,gndr,agea,eisced,mnactic,hinctnta,ipcrtiv,impdiff,impfun,iscomajor,freqnet,nonet
GB,7,2,16,5,1,4,3,1,2,9,1,7
GB,7,2,43,7,1,4,5,4,4,3,1,7
GB,7,2,28,4,1,9,5,3,2,1,1,7
GB,7,2,28,7,1,8,2,2,3,2,1,7
GB,7,1,43,6,3,5,5,3,3,1,1,7
GB,7,1,59,5,1,7,3,3,2,4,1,7
GB,3,2,62,1,6,2,4,2,4,4,0,3
GB,1,2,70,5,6,1,3,2,3,2,0,1
GB,7,2,47,5,5,3,5,2,1,1,1,7
GB,7,2,66,5,6,6,2,3,3,2,1,7
GB,7,1,52,1,1,4,4,5,5,9,1,7
GB,0,2,65,3,6,2,2,2,3,4,0,1
GB,7,2,31,5,1,7,3,4,4,3,1,7
GB,7,1,49,7,1,10,5,5,5,1,1,7
GB,7,2,41,5,1,6,5,4,3,3,1,7
GB,1,2,74,1,6,1,5,1,3,9,0,1
GB,1,1,58,1,5,1,3,3,2,9,0,1
GB,1,1,65,1,6,1,2,3,2,8,0,1
GB,0,1,69,3,6,1,4,4,4,5,0,1
GB,7,1,60,5,1,3,4,2,4,4,1,7
GB,7,2,30,3,1,3,2,4,4,4,1,7
GB,1,2,54,5,1,1,5,2,2,9,0,1
GB,5,2,24,2,1,8,2,2,2,4,0,5
GB,7,2,43,7,1,10,3,2,4,1,1,7
GB,7,2,37,6,1,9,1,3,2,2,1,7
GB,1,2,83,1,6,3,1,1,0,9,0,1
GB,7,1,20,1,1,1,1,3,4,9,1,7
GB,7,1,78,5,6,9,3,4,4,4,1,7
GB,5,1,64,7,6,4,4,2,3,2,0,5
GB,7,1,22,7,2,1,4,5,3,10,1,7
GB,0,2,73,1,6,1,5,4,3,7,0,1
GB,7,1,59,5,1,10,3,4,4,1,1,7
GB,7,2,58,6,1,10,3,4,3,3,1,7
GB,7,2,19,4,2,1,5,5,4,10,1,7
GB,7,2,34,7,1,8,5,3,4,3,1,7
GB,1,2,57,1,5,1,4,5,1,9,0,1
GB,7,2,31,3,1,1,4,4,3,9,1,7
GB,7,2,38,3,8,9,2,1,3,4,1,7
GB,0,1,84,5,5,2,4,1,1,9,0,1
GB,7,1,44,2,8,5,2,4,3,4,1,7
GB,0,1,77,1,6,1,1,1,0,4,0,1
GB,0,1,81,1,6,1,5,5,4,7,0,1
GB,6,2,49,2,4,3,2,4,2,5,1,6
GB,7,1,49,3,1,8,4,3,2,7,1,7
GB,6,2,35,5,1,8,1,3,2,5,1,6
GB,0,2,48,4,5,2,5,5,5,1,0,1
GB,6,1,54,1,6,3,5,3,4,1,1,6
GB,1,1,60,5,6,9,2,2,1,1,0,1
GB,7,2,57,5,1,3,4,5,1,2,1,7
GB,6,1,57,2,1,3,0,1,0,8,1,6
GB,6,2,50,5,1,10,3,4,3,2,1,6
GB,7,2,53,6,1,9,1,2,3,2,1,7
GB,7,1,25,5,1,3,5,4,4,7,1,7
GB,7,2,60,4,1,2,3,4,3,3,1,7
GB,7,2,77,3,6,2,5,3,4,4,1,7
GB,0,2,88,1,6,2,4,4,4,5,0,1
GB,7,2,27,3,1,4,1,1,4,1,1,7
GB,7,1,27,6,1,6,4,2,3,2,1,7
GB,1,2,72,5,6,9,3,2,2,2,0,1
GB,6,1,74,1,6,4,5,5,5,7,1,6
GB,5,2,57,4,1,3,4,3,4,5,0,5
GB,1,1,58,3,1,7,3,1,2,3,0,1
GB,7,1,46,3,1,3,5,5,1,7,1,7
GB,7,2,31,1,1,6,4,4,4,9,1,7
GB,6,2,26,6,1,10,4,4,3,2,1,6
GB,7,1,74,1,6,4,1,4,5,8,1,7
GB,7,1,41,3,1,5,1,4,4,7,1,7
GB,7,2,23,3,9,8,5,5,5,5,1,7
GB,7,1,33,5,5,1,5,3,4,3,1,7
GB,7,2,36,3,3,1,4,3,4,9,1,7
GB,7,2,59,5,1,7,1,1,2,5,1,7
GB,0,2,80,1,6,1,3,2,4,7,0,1
GB,6,1,46,2,4,2,3,5,0,7,1,6
GB,7,2,39,5,1,8,5,3,4,3,1,7
GB,3,2,75,5,6,1,2,1,3,3,0,3
GB,7,1,29,4,1,2,4,4,4,4,1,7
GB,7,2,46,3,1,7,1,3,3,4,1,7
GB,7,1,40,3,1,6,4,4,3,1,1,7
GB,0,1,33,3,1,3,1,5,5,7,0,1
GB,0,1,75,3,6,1,4,4,4,1,0,1
GB,7,2,29,5,2,2,5,4,1,5,1,7
GB,0,1,50,3,1,5,4,1,3,7,0,1
GB,7,1,55,1,8,7,3,1,4,7,1,7
GB,6,1,50,3,1,5,3,2,2,5,1,6
GB,7,1,61,5,6,8,5,5,5,1,1,7
GB,7,2,51,5,1,7,5,1,2,1,1,7
GB,6,2,51,7,1,9,4,2,5,2,1,6
GB,7,1,57,2,1,6,1,3,3,6,1,7
GB,0,1,73,1,6,5,4,2,4,7,0,1
GB,5,1,70,2,6,8,2,3,4,4,0,5
GB,0,2,76,1,6,1,5,5,5,5,0,1
GB,6,2,57,7,1,10,4,3,3,2,1,6
GB,0,2,60,3,6,3,2,5,5,9,0,1
GB,6,2,30,2,1,6,4,4,4,4,1,6
GB,7,1,69,4,6,3,3,3,3,2,1,7
GB,0,2,78,1,6,2,1,3,4,8,0,1
GB,7,2,64,5,6,4,1,2,3,3,1,7
GB,7,1,41,2,1,2,5,1,4,1,1,7
GB,0,2,82,1,6,2,4,4,4,9,0,1
GB,0,2,82,1,6,3,2,1,2,5,0,1
GB,5,2,49,2,1,2,1,2,4,5,0,5
GB,5,1,48,4,1,7,1,3,4,9,0,5
GB,6,1,69,5,6,6,2,1,2,8,1,6
GB,0,1,80,1,6,3,4,4,4,9,0,1
GB,0,2,57,1,1,5,4,4,4,5,0,1
GB,7,2,36,5,1,6,3,3,5,5,1,7
GB,0,1,86,1,6,3,5,5,4,9,0,1
GB,6,1,66,6,6,6,3,1,1,2,1,6
GB,6,2,43,2,8,6,2,3,2,5,1,6
GB,0,2,65,1,6,4,4,2,4,5,0,1
GB,7,2,22,4,2,9,5,3,4,5,1,7
GB,2,2,51,1,3,1,4,4,4,9,0,2
GB,7,2,81,5,6,6,4,4,3,2,1,7
GB,7,2,37,4,1,5,0,4,3,3,1,7
GB,7,2,37,7,1,10,2,4,3,2,1,7
GB,7,2,44,7,1,9,5,3,3,7,1,7
GB,7,1,73,5,6,5,4,2,3,3,1,7
GB,4,2,52,1,5,1,5,1,4,10,0,4
GB,7,1,60,4,1,6,5,4,3,8,1,7
GB,7,1,53,3,1,10,4,3,4,2,1,7
GB,6,2,48,2,5,1,3,4,3,3,1,6
GB,7,2,56,3,6,6,5,4,2,4,1,7
GB,6,2,51,3,1,6,2,4,4,5,1,6
GB,6,1,60,2,1,4,4,3,4,7,1,6
GB,6,1,31,3,1,6,3,2,2,9,1,6
GB,7,2,52,6,1,8,2,3,4,3,1,7
GB,7,2,60,7,1,4,4,2,3,2,1,7
GB,6,1,28,4,1,2,4,4,3,8,1,6
GB,7,2,44,6,5,1,5,2,2,9,1,7
GB,1,2,31,5,1,2,1,1,1,5,0,1
GB,1,1,57,3,1,7,1,1,2,3,0,1
GB,7,1,49,7,1,9,3,3,2,2,1,7
GB,7,2,53,2,1,6,3,1,3,1,1,7
GB,6,2,55,5,1,7,4,4,2,3,1,6
GB,0,2,81,1,6,2,1,0,1,9,0,1
GB,6,1,35,6,1,10,4,4,3,2,1,6
GB,0,1,50,1,5,2,5,1,5,9,0,1
GB,7,2,35,6,1,2,3,1,2,4,1,7
GB,1,1,45,1,1,2,3,3,4,8,0,1
GB,5,2,28,2,1,6,1,3,2,4,0,5
GB,6,1,75,1,6,6,5,4,4,7,1,6
GB,7,1,57,2,1,6,2,4,4,7,1,7
GB,5,2,36,1,1,4,4,4,0,5,0,5
GB,7,2,27,1,1,7,4,4,4,4,1,7
GB,6,1,33,6,1,9,4,2,2,2,1,6
GB,7,1,20,3,1,7,5,5,5,5,1,7
GB,7,1,41,2,1,5,2,3,4,8,1,7
GB,7,2,40,3,8,2,3,2,2,8,1,7
GB,7,1,34,3,3,4,5,5,4,9,1,7
GB,0,2,36,1,5,1,3,0,3,5,0,1
GB,6,1,54,5,1,6,3,4,4,8,1,6
GB,7,1,66,3,6,5,3,3,3,9,1,7
GB,5,2,58,3,1,3,4,4,5,5,0,5
GB,7,1,44,5,1,7,5,4,5,1,1,7
GB,7,1,41,2,1,9,1,3,5,5,1,7
GB,7,2,30,2,1,1,5,3,3,5,1,7
GB,0,1,81,1,6,3,1,1,1,9,0,1
GB,7,1,75,5,6,2,2,3,3,4,1,7
GB,0,2,53,1,3,1,1,1,1,5,0,1
GB,7,1,22,6,1,9,4,3,4,9,1,7
GB,7,1,33,4,1,6,3,2,3,1,1,7
GB,7,1,44,1,1,4,4,3,2,7,1,7
GB,6,1,44,2,1,6,3,3,3,8,1,6
GB,6,2,20,2,8,7,4,5,1,10,1,6
GB,7,2,33,5,1,7,2,4,3,3,1,7
GB,4,2,54,6,5,3,5,3,3,5,0,4
GB,6,1,21,3,1,10,4,3,1,3,1,6
GB,5,1,24,1,1,8,1,4,4,9,0,5
GB,7,2,30,6,8,9,1,1,3,5,1,7
GB,0,2,73,2,6,1,3,4,3,1,0,1
GB,0,2,70,1,1,1,3,4,2,5,0,1
GB,6,1,38,3,1,4,2,2,3,9,1,6
GB,6,2,42,6,8,8,4,2,1,4,1,6
GB,7,1,15,1,2,2,4,1,3,10,1,7
GB,7,2,23,3,1,3,5,3,4,9,1,7
GB,7,1,61,6,1,6,5,3,2,2,1,7
GB,7,1,45,2,1,8,5,3,3,9,1,7
GB,7,2,30,7,1,5,2,3,4,2,1,7
GB,7,2,49,3,1,1,4,5,4,5,1,7
GB,2,1,43,6,2,1,5,2,3,6,0,2
GB,1,2,35,5,8,9,1,4,4,10,0,1
GB,7,2,49,2,1,7,5,4,4,5,1,7
GB,7,1,29,5,1,9,4,3,4,2,1,7
GB,7,1,55,4,1,8,1,5,4,1,1,7
GB,7,1,40,3,3,1,5,3,2,8,1,7
GB,1,2,24,1,8,2,5,5,1,10,0,1
GB,6,1,29,4,1,8,4,4,4,1,1,6
GB,5,2,70,5,6,4,4,5,2,5,0,5
GB,4,2,62,2,6,5,2,2,1,9,0,4
GB,5,2,53,1,1,2,4,4,4,4,0,5
GB,7,1,20,2,3,8,1,5,5,9,1,7
GB,7,1,22,2,1,5,4,3,4,7,1,7
GB,7,1,60,3,1,6,1,2,4,1,1,7
GB,6,2,44,5,1,6,3,4,3,3,1,6
GB,0,2,84,1,6,1,3,4,3,4,0,1
GB,7,1,64,1,6,4,5,5,2,1,1,7
GB,7,1,46,1,1,1,4,4,3,1,1,7
GB,7,1,40,4,1,8,4,2,2,1,1,7
GB,6,1,15,1,2,5,4,4,5,10,1,6
GB,0,2,66,1,6,1,0,3,3,9,0,1
GB,0,1,73,1,6,4,5,5,4,9,0,1
GB,7,1,30,5,1,6,4,1,1,1,1,7
GB,0,2,64,1,6,1,2,0,1,5,0,1
GB,7,2,39,5,1,7,5,5,3,3,1,7
GB,7,1,29,4,1,3,4,4,4,8,1,7
GB,7,1,58,5,6,5,4,1,2,1,1,7
GB,7,2,74,3,6,1,3,3,4,4,1,7
GB,7,2,61,3,1,5,4,3,3,5,1,7
GB,7,2,55,3,1,5,2,1,4,5,1,7
GB,3,2,55,1,1,7,1,1,4,5,0,3
GB,7,2,22,3,1,3,5,4,1,4,1,7
GB,6,1,46,2,1,7,4,4,2,2,1,6
GB,6,2,64,2,6,2,1,2,1,2,1,6
GB,5,1,18,2,3,8,4,3,4,5,0,5
GB,4,2,24,6,1,1,4,4,4,3,0,4
GB,0,1,57,3,5,1,4,2,5,1,0,1
GB,7,2,59,7,1,7,5,5,2,2,1,7
GB,0,1,44,2,1,2,4,4,4,8,0,1
GB,7,2,39,7,1,10,2,2,4,2,1,7
GB,7,2,66,1,6,4,1,5,4,4,1,7
GB,7,2,24,7,1,7,5,5,5,2,1,7
GB,7,2,48,5,1,10,2,3,3,4,1,7
GB,1,2,30,1,1,3,4,1,4,4,0,1
GB,7,2,22,3,8,3,3,3,3,5,1,7
GB,7,2,66,1,6,1,2,2,1,4,1,7
GB,7,1,68,5,6,1,5,5,4,1,1,7
GB,7,1,48,7,1,7,4,3,3,2,1,7
GB,7,2,38,7,1,2,2,4,3,3,1,7
GB,6,2,38,7,8,9,4,4,3,1,1,6
GB,7,2,44,5,1,10,5,5,3,1,1,7
GB,0,2,54,1,5,2,5,4,5,10,0,1
GB,5,1,34,4,1,4,5,5,5,8,0,5
GB,7,2,43,2,5,3,4,1,4,2,1,7
GB,7,1,29,7,1,5,4,3,4,3,1,7
GB,0,2,70,5,6,1,1,1,1,1,0,1
GB,7,1,40,7,1,7,4,4,4,2,1,7
GB,0,1,61,1,4,2,0,0,1,7,0,1
GB,7,1,39,7,1,7,5,3,3,1,1,7
GB,7,2,23,6,2,6,4,5,5,5,1,7
GB,6,2,53,5,1,10,3,4,3,2,1,6
GB,7,2,38,4,8,1,5,1,4,5,1,7
GB,7,2,26,7,1,8,5,4,4,1,1,7
GB,6,2,51,4,1,2,3,2,2,5,1,6
GB,7,1,74,3,6,2,3,0,2,8,1,7
GB,7,2,45,6,1,7,4,4,4,2,1,7
GB,7,2,42,3,1,5,4,5,2,3,1,7
GB,7,1,38,5,1,6,3,3,5,3,1,7
GB,7,2,35,7,1,8,1,1,1,2,1,7
GB,7,2,27,7,1,10,5,5,4,1,1,7
GB,7,2,31,7,1,8,2,4,5,2,1,7
GB,7,1,47,7,1,10,2,1,2,2,1,7
GB,7,2,47,7,5,9,5,4,2,2,1,7
GB,0,1,55,2,3,1,3,2,4,9,0,1
GB,7,2,42,5,1,4,2,2,3,4,1,7
GB,7,2,33,3,1,3,3,3,2,5,1,7
GB,6,2,55,2,8,1,3,2,4,4,1,6
GB,7,2,26,6,1,8,4,4,4,4,1,7
GB,6,2,35,3,1,4,3,5,4,4,1,6
GB,6,2,28,1,8,6,1,4,4,9,1,6
GB,3,2,52,5,1,10,2,2,3,1,0,3
GB,5,2,60,5,6,1,3,1,1,5,0,5
GB,7,2,18,4,2,2,2,4,3,5,1,7
GB,7,1,24,4,2,2,3,3,3,4,1,7
GB,7,2,40,2,1,8,0,3,5,4,1,7
GB,0,1,48,2,3,1,2,4,4,3,0,1
GB,7,2,58,2,1,8,1,5,1,4,1,7
GB,7,1,38,5,1,8,5,5,5,4,1,7
GB,6,2,34,5,1,5,4,4,4,5,1,6
GB,7,2,51,2,8,2,0,1,1,4,1,7
GB,7,1,34,4,1,7,1,4,3,7,1,7
GB,7,2,66,1,6,7,2,1,2,5,1,7
GB,7,1,37,7,1,7,4,5,5,2,1,7
GB,6,2,73,7,6,5,5,1,2,3,1,6
GB,7,1,19,3,1,8,4,4,4,9,1,7
GB,0,2,67,1,1,4,3,1,1,5,0,1
GB,7,2,29,5,1,8,3,4,3,3,1,7
GB,3,2,48,2,5,7,4,4,4,4,0,3
GB,7,2,27,3,1,4,5,3,5,4,1,7
GB,5,1,59,3,5,2,5,1,4,1,0,5
GB,7,2,45,6,1,9,4,4,3,2,1,7
GB,6,1,57,3,1,6,2,2,1,8,1,6
GB,1,2,74,5,6,3,4,5,4,3,0,1
GB,6,1,48,3,1,6,3,4,4,7,1,6
GB,7,2,29,5,1,7,4,4,4,3,1,7
GB,7,2,84,6,1,1,5,1,1,3,1,7
GB,6,2,43,7,1,7,5,4,4,2,1,6
GB,0,1,31,3,4,5,1,3,3,0,0,1
GB,7,1,34,3,1,9,5,5,5,5,1,7
GB,6,2,62,1,6,8,5,4,4,3,1,6
GB,7,1,53,3,3,1,3,3,4,9,1,7
GB,0,1,75,3,6,2,3,1,2,7,0,1
GB,1,1,38,5,1,7,5,1,2,1,0,1
GB,6,2,63,1,6,2,5,4,5,4,1,6
GB,0,2,74,1,6,1,5,4,4,8,0,1
GB,7,1,69,6,6,4,5,2,3,8,1,7
GB,7,2,34,6,1,3,4,4,4,4,1,7
GB,7,2,46,1,3,1,1,4,4,5,1,7
GB,7,2,32,5,1,6,2,4,2,4,1,7
GB,0,1,70,1,6,1,4,1,4,7,0,1
GB,0,2,39,1,5,1,0,1,1,10,0,1
GB,4,1,68,3,6,5,4,3,4,9,0,4
GB,0,2,73,1,6,1,3,2,2,8,0,1
GB,1,1,60,7,1,2,2,1,3,9,0,1
GB,5,2,23,1,1,1,1,2,5,5,0,5
GB,7,2,41,2,3,8,3,4,2,4,1,7
GB,0,2,63,1,6,3,5,5,2,9,0,1
GB,7,2,52,7,1,4,3,3,4,4,1,7
GB,7,2,53,6,1,7,4,3,3,3,1,7
GB,0,1,52,3,1,3,2,2,3,8,0,1
GB,6,2,28,3,1,4,4,4,4,1,1,6
GB,7,1,48,1,1,7,4,3,5,1,1,7
GB,1,2,65,1,4,2,2,4,4,5,0,1
GB,0,2,75,1,6,1,4,4,3,8,0,1
GB,1,1,69,1,6,2,2,1,3,8,0,1
GB,7,1,43,1,1,8,1,1,2,7,1,7
GB,7,2,36,6,1,6,2,1,3,3,1,7
GB,6,2,25,1,1,4,2,4,4,4,1,6
GB,7,2,39,2,1,6,3,1,3,5,1,7
GB,7,2,20,4,1,5,2,2,3,9,1,7
GB,1,1,46,4,1,5,4,3,3,8,0,1
GB,7,2,56,6,1,7,2,5,4,4,1,7
GB,7,1,60,5,3,2,3,2,2,3,1,7
GB,6,2,34,6,2,8,1,2,2,4,1,6
GB,6,1,80,4,6,2,5,2,4,5,1,6
GB,7,2,55,1,1,5,2,1,2,5,1,7
GB,7,2,44,6,1,10,3,1,1,2,1,7
GB,7,1,61,2,1,6,1,4,4,8,1,7
GB,7,2,50,5,1,9,2,3,2,3,1,7
GB,7,2,38,4,1,9,2,2,4,5,1,7
GB,7,2,25,4,1,4,3,3,4,2,1,7
GB,7,1,22,2,1,5,4,4,5,9,1,7
GB,0,2,45,2,5,1,4,5,1,5,0,1
GB,6,2,20,2,8,1,4,4,3,10,1,6
GB,7,1,27,1,1,3,4,5,4,9,1,7
GB,0,2,40,1,1,2,4,4,4,9,0,1
GB,7,2,34,5,8,5,2,1,1,5,1,7
GB,1,2,35,1,1,3,2,3,2,5,0,1
GB,3,2,40,3,1,4,4,4,4,9,0,3
GB,1,1,72,1,6,3,4,4,4,7,0,1
GB,4,2,21,4,1,5,2,3,3,4,0,4
GB,0,2,41,1,8,1,4,1,1,10,0,1
GB,0,1,67,1,6,1,5,1,2,1,0,1
GB,6,2,44,5,1,8,5,5,4,8,1,6
GB,2,1,19,1,4,1,3,3,5,9,0,2
GB,7,1,51,1,5,2,3,2,1,5,1,7
GB,7,2,62,2,6,2,4,4,5,4,1,7
GB,4,2,34,4,1,3,4,4,4,4,0,4
GB,7,1,68,1,6,5,3,1,1,5,1,7
GB,0,1,70,1,1,1,4,1,4,9,0,1
GB,7,2,31,2,4,1,5,2,2,9,1,7
GB,5,2,55,1,1,3,3,3,4,5,0,5
GB,7,1,59,3,5,4,3,2,1,8,1,7
GB,5,2,47,1,5,1,1,2,2,8,0,5
GB,7,1,43,1,1,3,4,4,5,9,1,7
GB,0,1,75,1,6,2,2,1,3,9,0,1
GB,7,2,43,2,1,3,2,3,4,5,1,7
GB,7,1,43,3,5,1,5,4,5,8,1,7
GB,3,1,70,2,6,1,4,2,3,8,0,3
GB,0,1,82,1,6,1,4,5,4,7,0,1
GB,0,1,88,1,6,1,3,4,3,9,0,1
GB,6,2,34,2,1,6,4,3,3,4,1,6
GB,0,2,22,2,1,3,4,4,4,5,0,1
GB,0,1,40,2,1,4,2,2,3,8,0,1
GB,0,1,57,3,1,6,2,2,3,9,0,1
GB,2,1,34,1,1,4,2,2,2,8,0,2
GB,0,2,68,1,6,1,3,4,3,8,0,1
GB,0,2,78,1,6,1,2,1,1,9,0,1
GB,7,1,26,6,1,9,0,3,3,3,1,7
GB,1,2,79,1,6,5,1,1,4,9,0,1
GB,0,2,78,2,6,2,0,2,4,4,0,1
GB,1,2,80,1,6,1,4,4,4,5,0,1
GB,7,1,49,4,1,6,5,2,4,7,1,7
GB,7,1,54,1,1,6,2,5,5,7,1,7
GB,7,1,16,1,2,4,5,4,4,10,1,7
GB,0,2,90,1,6,1,4,4,2,4,0,1
GB,7,1,26,6,1,7,2,1,3,1,1,7
GB,6,1,52,5,1,9,3,1,4,3,1,6
GB,7,2,45,7,2,10,5,5,4,1,1,7
GB,0,2,79,1,6,2,1,3,4,8,0,1
GB,6,2,41,2,1,9,2,2,2,2,1,6
GB,0,2,81,1,6,2,4,1,2,4,0,1
GB,6,2,44,3,1,10,2,4,3,5,1,6
GB,0,2,86,2,6,2,4,4,1,5,0,1
GB,7,2,65,3,6,7,5,2,2,4,1,7
GB,0,2,88,1,6,1,2,1,1,4,0,1
GB,1,1,58,2,1,3,4,3,1,3,0,1
GB,7,1,44,2,1,8,2,4,2,8,1,7
GB,6,1,48,3,1,8,4,4,3,8,1,6
GB,2,2,53,3,1,8,3,4,5,1,0,2
GB,0,2,80,1,6,3,5,1,3,1,0,1
GB,5,1,54,4,6,4,2,2,4,4,0,5
GB,6,1,41,3,1,4,3,2,5,9,1,6
GB,0,2,69,1,6,1,4,4,4,5,0,1
GB,7,2,59,3,1,2,2,3,3,3,1,7
GB,6,2,41,5,1,8,2,4,2,1,1,6
GB,5,1,20,4,1,8,4,5,4,7,0,5
GB,7,2,50,2,1,9,4,4,4,1,1,7
GB,7,1,42,6,1,7,5,4,4,2,1,7
GB,7,2,30,7,1,5,5,4,4,4,1,7
GB,7,1,28,7,1,7,4,4,4,2,1,7
GB,6,1,51,1,1,3,2,3,3,7,1,6
GB,7,2,32,2,8,2,4,1,2,10,1,7
GB,6,2,83,1,6,3,2,2,3,4,1,6
GB,7,2,57,2,5,1,5,1,1,1,1,7
GB,7,2,41,5,1,3,3,1,1,4,1,7
GB,0,1,65,1,6,3,3,3,3,7,0,1
GB,7,1,55,4,1,8,5,3,2,2,1,7
GB,0,2,71,2,6,1,5,3,2,9,0,1
GB,7,1,51,5,1,10,5,3,2,1,1,7
GB,7,2,34,3,8,2,1,1,1,5,1,7
GB,7,1,62,3,6,3,1,1,2,7,1,7
GB,0,1,67,1,6,1,1,0,1,4,0,1
GB,6,1,24,3,1,3,3,0,1,5,1,6
GB,6,1,74,3,6,4,4,1,1,1,1,6
GB,7,2,45,2,1,10,4,2,2,1,1,7
GB,7,1,32,2,1,5,4,2,4,1,1,7
GB,7,1,35,6,1,10,2,4,4,2,1,7
GB,7,2,27,4,1,7,3,4,3,5,1,7
GB,7,2,37,5,1,10,5,4,5,3,1,7
GB,6,1,63,4,1,9,4,1,2,1,1,6
GB,7,1,46,5,1,8,4,4,4,2,1,7
GB,6,2,32,4,1,2,2,3,4,5,1,6
GB,5,1,67,5,6,4,4,4,4,3,0,5
GB,7,1,23,6,1,10,4,5,4,4,1,7
GB,7,1,52,5,1,6,4,4,3,2,1,7
GB,7,1,47,6,1,5,4,4,2,1,1,7
GB,7,2,63,4,1,8,5,5,4,4,1,7
GB,7,2,32,6,1,8,2,3,2,3,1,7
GB,6,2,65,1,6,1,2,4,3,9,1,6
GB,0,2,63,1,1,1,3,4,3,8,0,1
GB,0,1,83,1,6,1,4,4,3,8,0,1
GB,0,1,80,7,6,2,2,2,2,2,0,1
GB,7,2,53,7,1,7,4,4,4,4,1,7
GB,7,2,82,6,6,1,4,4,5,4,1,7
GB,7,2,73,5,6,3,4,5,4,2,1,7
GB,1,2,27,5,1,4,2,2,2,1,0,1
GB,7,2,35,5,1,4,4,3,2,5,1,7
GB,0,2,57,5,1,2,4,4,3,9,0,1
GB,7,2,29,5,4,1,4,3,3,9,1,7
GB,2,1,55,1,5,1,5,2,4,8,0,2
GB,7,2,30,5,1,6,4,4,4,5,1,7
GB,0,2,68,1,6,2,1,3,4,9,0,1
GB,0,1,53,1,5,2,4,4,5,6,0,1
GB,0,1,71,1,6,2,4,5,4,8,0,1
GB,0,1,67,1,1,2,1,1,4,8,0,1
GB,6,1,57,2,1,7,3,1,1,1,1,6
GB,0,2,87,1,6,2,1,4,3,5,0,1
GB,5,2,62,2,6,1,3,4,1,1,0,5
GB,7,1,49,5,1,6,4,2,5,9,1,7
GB,7,1,20,4,1,2,4,2,2,3,1,7
GB,0,2,82,1,6,2,3,4,3,8,0,1
GB,6,1,55,3,1,7,5,5,4,8,1,6
GB,7,1,45,1,1,7,2,2,3,9,1,7
GB,1,1,59,1,1,3,2,1,3,8,0,1
GB,0,2,68,1,6,3,4,4,1,8,0,1
GB,7,2,53,5,5,2,5,5,5,5,1,7
GB,7,1,36,6,1,4,1,0,3,3,1,7
GB,6,2,38,1,5,2,3,1,1,9,1,6
GB,7,1,47,1,1,2,4,3,1,9,1,7
GB,7,1,40,5,1,8,4,2,2,2,1,7
GB,7,1,29,4,1,8,4,4,4,5,1,7
GB,7,1,64,5,6,3,4,1,4,1,1,7
GB,1,1,71,3,6,2,5,1,5,1,0,1
GB,0,2,69,1,1,1,3,1,4,5,0,1
GB,6,1,44,2,9,4,1,4,4,4,1,6
GB,0,1,80,1,6,3,2,3,4,8,0,1
GB,7,1,59,7,1,9,5,4,2,1,1,7
GB,6,1,66,3,6,8,4,4,3,8,1,6
GB,7,2,52,3,1,2,5,3,4,3,1,7
GB,7,1,42,5,1,8,4,3,4,1,1,7
GB,7,1,44,6,1,9,4,5,4,3,1,7
GB,6,1,22,4,1,6,5,2,4,5,1,6
GB,7,2,23,6,8,3,5,3,3,5,1,7
GB,0,2,79,1,8,2,3,0,1,4,0,1
GB,6,2,23,6,1,8,5,5,5,4,1,6
GB,7,2,58,4,9,9,4,2,3,3,1,7
GB,7,2,45,5,8,8,3,2,2,2,1,7
GB,7,2,60,6,1,5,1,2,2,5,1,7
GB,7,1,26,2,3,1,5,1,2,8,1,7
GB,5,2,54,5,1,7,4,1,4,3,0,5
GB,6,1,54,2,1,8,4,1,2,3,1,6
GB,1,2,72,1,6,3,5,4,4,5,0,1
GB,6,2,41,1,5,5,4,1,1,10,1,6
GB,0,2,54,2,5,2,0,1,1,9,0,1
GB,6,2,39,2,8,1,2,3,2,4,1,6
GB,4,2,30,2,2,1,1,5,5,9,0,4
GB,0,2,63,4,1,4,4,4,4,5,0,1
GB,0,1,38,3,1,3,5,1,5,5,0,1
GB,0,2,64,1,1,5,4,5,5,5,0,1
GB,7,2,28,4,5,3,5,5,4,4,1,7
GB,0,1,40,5,1,6,5,5,5,5,0,1
GB,7,1,55,7,1,9,5,5,4,1,1,7
GB,0,2,82,1,6,2,5,0,0,4,0,1
GB,1,2,55,2,1,9,4,4,4,4,0,1
GB,7,1,53,5,1,8,4,1,4,7,1,7
GB,6,2,68,2,6,4,0,1,3,1,1,6
GB,0,1,38,1,4,3,1,1,0,10,0,1
GB,7,2,53,2,1,6,5,4,5,5,1,7
GB,6,1,62,1,3,5,3,1,4,7,1,6
GB,6,1,49,3,1,8,5,4,2,1,1,6
GB,6,1,39,1,4,2,0,0,2,8,1,6
GB,0,2,55,5,6,4,4,3,4,3,0,1
GB,0,1,29,2,3,2,1,1,2,9,0,1
GB,6,1,20,2,1,3,4,2,3,7,1,6
GB,1,2,54,6,1,4,5,4,5,8,0,1
GB,0,2,68,1,6,5,1,1,1,4,0,1
GB,1,2,71,5,6,3,5,5,3,4,0,1
GB,0,1,59,7,1,6,5,2,1,2,0,1
GB,0,1,52,1,1,6,5,3,3,7,0,1
GB,5,1,27,3,1,3,4,4,4,5,0,5
GB,0,2,28,2,4,2,5,4,3,5,0,1
GB,0,2,27,2,4,5,3,4,1,5,0,1
GB,0,2,61,7,6,7,5,4,2,2,0,1
GB,1,2,68,7,6,5,4,1,1,2,0,1
GB,1,1,47,1,1,3,4,4,4,1,0,1
GB,7,1,31,4,3,5,4,4,4,1,1,7
